track name="eCLIP" description="eCLIP peaks" visibility=3 itemRgb="Off"
chr1	11083456	11083476	TARDBP	1000	+
chr1	11083458	11083568	TARDBP	1000	+
chr1	11083476	11083587	TARDBP	1000	+
chr1	11083568	11083587	TARDBP	1000	+
chr1	11083587	11083613	TARDBP	1000	+
chr1	11083587	11083618	TARDBP	1000	+
chr1	11083613	11083685	TARDBP	1000	+
chr1	11083618	11083639	TARDBP	1000	+
chr1	11083639	11083683	TARDBP	1000	+
chr1	11083683	11083726	TARDBP	1000	+
chr1	11083685	11083728	TARDBP	1000	+
chr1	11083883	11083960	TARDBP	1000	+
chr1	11083897	11083959	TARDBP	1000	+
chr1	31404428	31404555	PUM1	1000	-
chr1	31404462	31404575	PUM1	1000	-
chr1	31404609	31404689	PUM1	1000	-
chr1	31404611	31404759	PUM1	1000	-
chr1	31404689	31404744	PUM1	1000	-
chr1	31404852	31404879	PUM1	1000	-
chr1	31404894	31404925	PUM1	1000	-
chr1	31404968	31405071	PUM1	1000	-
chr1	31404987	31405087	PUM1	1000	-
chr1	31405071	31405212	PUM1	1000	-
chr1	31405087	31405153	PUM1	1000	-
chr1	31405697	31405736	PUM1	1000	-
chr1	31405790	31405812	PUM1	1000	-
chr1	31405791	31405820	PUM1	1000	-
chr1	31435647	31435690	PUM1	1000	-
chr1	31437593	31437648	PUM1	1000	-
chr1	31438935	31438960	PUM1	1000	-
chr1	31441272	31441276	PUM1	1000	-
chr1	31467905	31467915	PUM1	1000	-
chr1	31467967	31467985	PUM1	1000	-
chr1	31479902	31479946	PUM1	1000	-
chr1	31501649	31501672	PUM1	1000	-
chr1	31501684	31501710	PUM1	1000	-
chr1	31532050	31532083	PUM1	1000	-
chr1	31538499	31538545	PUM1	1000	-
chr1	31538501	31538536	PUM1	1000	-
chr1	32481867	32481959	KHDRBS1	1000	+
chr1	32486252	32486288	KHDRBS1	1000	+
chr1	32499829	32499870	KHDRBS1	1000	+
chr1	32499831	32499902	KHDRBS1	1000	+
chr1	32508451	32508482	KHDRBS1	1000	+
chr1	32508453	32508482	KHDRBS1	1000	+
chr1	32508482	32508509	KHDRBS1	1000	+
chr1	32508482	32508510	KHDRBS1	1000	+
chr1	32508509	32508534	KHDRBS1	1000	+
chr1	32508510	32508536	KHDRBS1	1000	+
chr1	32508534	32508558	KHDRBS1	1000	+
chr1	32508536	32508562	KHDRBS1	1000	+
chr1	32508558	32508620	KHDRBS1	1000	+
chr1	32508562	32508621	KHDRBS1	1000	+
chr1	32508679	32508762	KHDRBS1	1000	+
chr1	32508818	32508875	KHDRBS1	1000	+
chr1	32508826	32508876	KHDRBS1	1000	+
chr1	32508988	32509087	KHDRBS1	1000	+
chr1	32509017	32509090	KHDRBS1	1000	+
chr1	32509213	32509311	KHDRBS1	1000	+
chr1	32509228	32509311	KHDRBS1	1000	+
chr1	32510529	32510656	KHDRBS1	1000	+
chr1	32510534	32510574	KHDRBS1	1000	+
chr1	32525318	32525363	KHDRBS1	1000	+
chr1	35645501	35645521	SFPQ	1000	-
chr1	35645582	35645663	SFPQ	1000	-
chr1	35646297	35646359	SFPQ	1000	-
chr1	35646456	35646500	SFPQ	1000	-
chr1	35646500	35646570	SFPQ	1000	-
chr1	35646849	35646927	SFPQ	1000	-
chr1	35647533	35647581	SFPQ	1000	-
chr1	35647732	35647774	SFPQ	1000	-
chr1	35650128	35650194	SFPQ	1000	-
chr1	35650223	35650239	SFPQ	1000	-
chr1	38423930	38423956	SF3A3	1000	-
chr1	38433791	38433814	SF3A3	1000	-
chr1	38435118	38435140	SF3A3	1000	-
chr1	38444387	38444406	SF3A3	1000	-
chr1	38444499	38444539	SF3A3	1000	-
chr1	38445250	38445273	SF3A3	1000	-
chr1	38446273	38446304	SF3A3	1000	-
chr1	38450144	38450170	SF3A3	1000	-
chr1	38453325	38453363	SF3A3	1000	-
chr1	38453369	38453411	SF3A3	1000	-
chr1	38453370	38453414	SF3A3	1000	-
chr1	38453459	38453489	SF3A3	1000	-
chr1	40026507	40026583	PABPC4	1000	-
chr1	40026511	40026541	PABPC4	1000	-
chr1	40026541	40026568	PABPC4	1000	-
chr1	40026568	40026583	PABPC4	1000	-
chr1	40026602	40026625	PABPC4	1000	-
chr1	40026658	40026662	PABPC4	1000	-
chr1	40026711	40026779	PABPC4	1000	-
chr1	40026713	40026751	PABPC4	1000	-
chr1	40026751	40026783	PABPC4	1000	-
chr1	40026784	40026792	PABPC4	1000	-
chr1	40027356	40027360	PABPC4	1000	-
chr1	40030440	40030446	PABPC4	1000	-
chr1	40030777	40030786	PABPC4	1000	-
chr1	40030997	40031011	PABPC4	1000	-
chr1	40033507	40033517	PABPC4	1000	-
chr1	40034474	40034492	PABPC4	1000	-
chr1	40034547	40034582	PABPC4	1000	-
chr1	40037011	40037021	PABPC4	1000	-
chr1	40038064	40038073	PABPC4	1000	-
chr1	40038064	40038096	PABPC4	1000	-
chr1	40038073	40038088	PABPC4	1000	-
chr1	40038147	40038174	PABPC4	1000	-
chr1	40038191	40038214	PABPC4	1000	-
chr1	40038246	40038258	PABPC4	1000	-
chr1	40041435	40041442	PABPC4	1000	-
chr1	40041600	40041618	PABPC4	1000	-
chr1	40041770	40041844	PABPC4	1000	-
chr1	40041784	40041833	PABPC4	1000	-
chr1	40041836	40041847	PABPC4	1000	-
chr1	40041844	40041904	PABPC4	1000	-
chr1	40041847	40041907	PABPC4	1000	-
chr1	40041937	40041948	PABPC4	1000	-
chr1	40041970	40042017	PABPC4	1000	-
chr1	40041977	40042023	PABPC4	1000	-
chr1	40042095	40042136	PABPC4	1000	-
chr1	40042258	40042288	PABPC4	1000	-
chr1	40042277	40042344	PABPC4	1000	-
chr1	40042288	40042342	PABPC4	1000	-
chr1	40042342	40042350	PABPC4	1000	-
chr1	40042344	40042390	PABPC4	1000	-
chr1	40042350	40042383	PABPC4	1000	-
chr1	40042385	40042434	PABPC4	1000	-
chr1	40042418	40042445	PABPC4	1000	-
chr1	67878892	67878919	SERBP1	1000	-
chr1	67895830	67895865	SERBP1	1000	-
chr1	71529505	71529539	ZRANB2	1000	-
chr1	71529557	71529594	ZRANB2	1000	-
chr1	71529594	71529645	ZRANB2	1000	-
chr1	71530632	71530682	ZRANB2	1000	-
chr1	71530886	71530895	ZRANB2	1000	-
chr1	71532080	71532089	ZRANB2	1000	-
chr1	71532575	71532629	ZRANB2	1000	-
chr1	71532654	71532708	ZRANB2	1000	-
chr1	71533023	71533027	ZRANB2	1000	-
chr1	71533103	71533127	ZRANB2	1000	-
chr1	71534689	71534717	ZRANB2	1000	-
chr1	71534998	71535103	ZRANB2	1000	-
chr1	71535039	71535041	ZRANB2	1000	-
chr1	71536465	71536591	ZRANB2	1000	-
chr1	71536696	71536734	ZRANB2	1000	-
chr1	71544338	71544353	ZRANB2	1000	-
chr1	71546622	71546673	ZRANB2	1000	-
chr1	110882224	110882240	RBM15	1000	+
chr1	110882250	110882293	RBM15	1000	+
chr1	110882420	110882461	RBM15	1000	+
chr1	110882458	110882474	RBM15	1000	+
chr1	110882477	110882506	RBM15	1000	+
chr1	110882499	110882515	RBM15	1000	+
chr1	110882564	110882578	RBM15	1000	+
chr1	110882571	110882587	RBM15	1000	+
chr1	110882585	110882603	RBM15	1000	+
chr1	110882647	110882731	RBM15	1000	+
chr1	110882651	110882718	RBM15	1000	+
chr1	110882677	110882724	RBM15	1000	+
chr1	110882686	110882705	RBM15	1000	+
chr1	110882845	110882906	RBM15	1000	+
chr1	110882849	110882884	RBM15	1000	+
chr1	110882912	110882928	RBM15	1000	+
chr1	110882939	110882971	RBM15	1000	+
chr1	110882940	110883030	RBM15	1000	+
chr1	110882955	110883006	RBM15	1000	+
chr1	110882955	110883031	RBM15	1000	+
chr1	110882995	110883021	RBM15	1000	+
chr1	110883052	110883087	RBM15	1000	+
chr1	110883058	110883099	RBM15	1000	+
chr1	110883063	110883081	RBM15	1000	+
chr1	110883621	110883625	RBM15	1000	+
chr1	110883716	110883733	RBM15	1000	+
chr1	110883777	110883813	RBM15	1000	+
chr1	110883778	110883814	RBM15	1000	+
chr1	110883789	110883812	RBM15	1000	+
chr1	110884268	110884321	RBM15	1000	+
chr1	110884278	110884312	RBM15	1000	+
chr1	110884278	110884313	RBM15	1000	+
chr1	110884421	110884519	RBM15	1000	+
chr1	110884429	110884474	RBM15	1000	+
chr1	110884429	110884516	RBM15	1000	+
chr1	110884474	110884531	RBM15	1000	+
chr1	110884496	110884510	RBM15	1000	+
chr1	110884570	110884581	RBM15	1000	+
chr1	110884603	110884675	RBM15	1000	+
chr1	110884604	110884666	RBM15	1000	+
chr1	110884604	110884688	RBM15	1000	+
chr1	110884610	110884660	RBM15	1000	+
chr1	110884675	110884760	RBM15	1000	+
chr1	110884703	110884760	RBM15	1000	+
chr1	110884704	110884768	RBM15	1000	+
chr1	110884711	110884746	RBM15	1000	+
chr1	110884789	110884862	RBM15	1000	+
chr1	110884794	110884865	RBM15	1000	+
chr1	110884799	110884902	RBM15	1000	+
chr1	110884803	110884864	RBM15	1000	+
chr1	110884887	110884907	RBM15	1000	+
chr1	110888912	110888950	RBM15	1000	+
chr1	110888913	110888944	RBM15	1000	+
chr1	110888985	110889034	RBM15	1000	+
chr1	110888987	110889044	RBM15	1000	+
chr1	110888988	110889041	RBM15	1000	+
chr1	110889090	110889109	RBM15	1000	+
chr1	110889096	110889202	RBM15	1000	+
chr1	110889101	110889126	RBM15	1000	+
chr1	110889103	110889127	RBM15	1000	+
chr1	110889156	110889173	RBM15	1000	+
chr1	110889166	110889198	RBM15	1000	+
chr1	110889175	110889226	RBM15	1000	+
chr1	110889198	110889218	RBM15	1000	+
chr1	110889205	110889231	RBM15	1000	+
chr1	118483507	118483516	WDR3	1000	+
chr1	118483516	118483546	WDR3	1000	+
chr1	149895592	149895638	SF3B4	1000	-
chr1	149895886	149895917	SF3B4	1000	-
chr1	149895910	149896011	SF3B4	1000	-
chr1	149895924	149895956	SF3B4	1000	-
chr1	149895966	149896004	SF3B4	1000	-
chr1	149895979	149896011	SF3B4	1000	-
chr1	149896289	149896338	SF3B4	1000	-
chr1	149897690	149897743	SF3B4	1000	-
chr1	149897903	149897983	SF3B4	1000	-
chr1	149897907	149897984	SF3B4	1000	-
chr1	149897990	149898055	SF3B4	1000	-
chr1	149898086	149898170	SF3B4	1000	-
chr1	149898138	149898233	SF3B4	1000	-
chr1	149898213	149898237	SF3B4	1000	-
chr1	149898700	149898729	SF3B4	1000	-
chr1	149898803	149898850	SF3B4	1000	-
chr1	149898817	149898853	SF3B4	1000	-
chr1	149899017	149899047	SF3B4	1000	-
chr1	149899088	149899139	SF3B4	1000	-
chr1	149899199	149899241	SF3B4	1000	-
chr1	149899409	149899429	SF3B4	1000	-
chr1	192985463	192985510	UCHL5	1000	-
chr1	192985482	192985521	UCHL5	1000	-
chr1	192990227	192990272	UCHL5	1000	-
chr1	192990230	192990307	UCHL5	1000	-
chr1	192990292	192990314	UCHL5	1000	-
chr1	192992077	192992169	UCHL5	1000	-
chr1	192992087	192992124	UCHL5	1000	-
chr1	192992124	192992168	UCHL5	1000	-
chr1	192992972	192992995	UCHL5	1000	-
chr1	192992973	192993026	UCHL5	1000	-
chr1	192992995	192993049	UCHL5	1000	-
chr1	192993068	192993072	UCHL5	1000	-
chr1	192997220	192997267	UCHL5	1000	-
chr1	192997229	192997279	UCHL5	1000	-
chr1	192997267	192997279	UCHL5	1000	-
chr1	192998305	192998368	UCHL5	1000	-
chr1	192998307	192998407	UCHL5	1000	-
chr1	192998377	192998426	UCHL5	1000	-
chr1	192998520	192998575	UCHL5	1000	-
chr1	192998544	192998578	UCHL5	1000	-
chr1	193013159	193013312	UCHL5	1000	-
chr1	193013188	193013277	UCHL5	1000	-
chr1	193018905	193018951	UCHL5	1000	-
chr1	193020896	193020948	UCHL5	1000	-
chr1	193020897	193020947	UCHL5	1000	-
chr1	193028314	193028356	UCHL5	1000	-
chr1	193028325	193028349	UCHL5	1000	-
chr1	193028356	193028419	UCHL5	1000	-
chr1	193028361	193028443	UCHL5	1000	-
chr1	193028775	193028903	UCHL5	1000	+
chr1	193028817	193028849	TROVE2	1000	+
chr1	193028835	193028888	UCHL5	1000	+
chr1	193028852	193028896	TROVE2	1000	+
chr1	193028873	193028899	TROVE2	1000	+
chr1	193033815	193033831	TROVE2	1000	+
chr1	193038547	193038600	TROVE2	1000	+
chr1	193040146	193040182	TROVE2	1000	+
chr1	193045628	193045649	TROVE2	1000	+
chr1	193054602	193054651	TROVE2	1000	+
chr1	193055064	193055087	TROVE2	1000	+
chr1	193056154	193056176	TROVE2	1000	+
chr1	203766271	203766318	ZC3H11A	1000	+
chr1	203766855	203766895	ZC3H11A	1000	+
chr1	203769401	203769455	ZC3H11A	1000	+
chr1	203770876	203770903	ZC3H11A	1000	+
chr1	203772160	203772191	ZC3H11A	1000	+
chr1	203777524	203777561	ZC3H11A	1000	+
chr1	203792976	203793011	ZC3H11A	1000	+
chr1	203800807	203800844	ZC3H11A	1000	+
chr1	203802961	203802982	ZC3H11A	1000	+
chr1	203806079	203806124	ZC3H11A	1000	+
chr1	203807093	203807103	ZC3H11A	1000	+
chr1	203808355	203808395	ZC3H11A	1000	+
chr1	203816477	203816512	ZC3H11A	1000	+
chr1	203816595	203816647	ZC3H11A	1000	+
chr1	203816612	203816653	ZC3H11A	1000	+
chr1	203816760	203816810	ZC3H11A	1000	+
chr1	203817461	203817481	ZC3H11A	1000	+
chr1	203817513	203817536	ZC3H11A	1000	+
chr1	203818838	203818850	ZC3H11A	1000	+
chr1	203818840	203818869	ZC3H11A	1000	+
chr1	203818867	203819031	ZC3H11A	1000	+
chr1	203818887	203818914	ZC3H11A	1000	+
chr1	203818903	203818966	ZC3H11A	1000	+
chr1	203819059	203819154	ZC3H11A	1000	+
chr1	203819109	203819148	ZC3H11A	1000	+
chr1	203819110	203819154	ZC3H11A	1000	+
chr1	203819635	203819730	ZC3H11A	1000	+
chr1	203819639	203819675	ZC3H11A	1000	+
chr1	203819653	203819810	ZC3H11A	1000	+
chr1	203819710	203819810	ZC3H11A	1000	+
chr1	203820184	203820201	ZC3H11A	1000	+
chr1	203821416	203821435	ZC3H11A	1000	+
chr1	203821430	203821551	ZC3H11A	1000	+
chr1	203821457	203821509	ZC3H11A	1000	+
chr1	203821490	203821537	ZC3H11A	1000	+
chr1	203821533	203821561	ZC3H11A	1000	+
chr1	203821763	203821804	ZC3H11A	1000	+
chr1	203821809	203821847	ZC3H11A	1000	+
chr1	203821812	203821855	ZC3H11A	1000	+
chr1	203822011	203822068	ZC3H11A	1000	+
chr1	203822371	203822436	ZC3H11A	1000	+
chr1	203822374	203822447	ZC3H11A	1000	+
chr1	203822374	203822448	ZC3H11A	1000	+
chr1	203822375	203822427	ZC3H11A	1000	+
chr1	203822846	203822943	ZC3H11A	1000	+
chr1	203822850	203822894	ZC3H11A	1000	+
chr1	203822986	203823021	ZC3H11A	1000	+
chr1	203823127	203823179	ZC3H11A	1000	+
chr1	203823134	203823182	ZC3H11A	1000	+
chr1	203823137	203823182	ZC3H11A	1000	+
chr1	203823137	203823185	ZC3H11A	1000	+
chr1	245014491	245014550	HNRNPU	1000	-
chr1	245014516	245014555	HNRNPU	1000	-
chr1	245014636	245014672	HNRNPU	1000	-
chr1	245014775	245014813	HNRNPU	1000	-
chr1	245015217	245015252	HNRNPU	1000	-
chr1	245015222	245015267	HNRNPU	1000	-
chr1	245015359	245015410	HNRNPU	1000	-
chr1	245015361	245015420	HNRNPU	1000	-
chr1	245015410	245015492	HNRNPU	1000	-
chr1	245015420	245015486	HNRNPU	1000	-
chr1	245015541	245015569	HNRNPU	1000	-
chr1	245016038	245016066	HNRNPU	1000	-
chr1	245016271	245016365	HNRNPU	1000	-
chr1	245016279	245016310	HNRNPU	1000	-
chr1	245016287	245016341	HNRNPU	1000	-
chr1	245016310	245016353	HNRNPU	1000	-
chr1	245016557	245016599	HNRNPU	1000	-
chr1	245016575	245016592	HNRNPU	1000	-
chr1	245016622	245016661	HNRNPU	1000	-
chr1	245016751	245016794	HNRNPU	1000	-
chr1	245016838	245016871	HNRNPU	1000	-
